s	scores
1582	[-0.16727317509380402,-0.17500678874644696,0.16558855417468232,-0.07020621009596675,-0.07219018822480161,-0.06655799142656851,0.005594412287997459,-5.074249937814521E-4,0.017460028495194777,-0.03028502088397113]
1583	[-0.16571065547321312,-0.16982904926765732,0.17092085994653966,-0.06399321652388414,-0.08408291026479146,-0.06934840211555167,-3.3287569557623425E-4,0.02086725953472462,-0.019437392480641608,0.012537117114390744]
1584	[-0.1708798468012364,-0.17387210608746734,0.1779670411233208,-0.07139991617610061,-0.07641825520419027,-0.06148818953076621,0.010970901906438322,0.01735498857759391,-0.017041972791025366,0.0017325203638951484]
1585	[-0.1677509502919442,-0.17669313603651499,0.17776097488028522,-0.06914313755198762,-0.08390573424279701,-0.07029076663044892,2.1083238106498994E-4,0.019683962302145742,-0.01904728346407384,-9.037812518341863E-4]
1586	[-0.16495903609226198,-0.17331507743102706,0.16869533506920642,-0.06054363319268625,-0.08714541939400341,-0.07768619724236957,-0.006944996315697932,0.024445441477486094,-0.02110776514727338,-0.0014630559726727323]
1587	[-0.16721404450940075,-0.1778497122166783,0.17528380873728996,-0.0709179493025043,-0.08474860927151397,-0.07221740912442093,0.004487922507921335,0.01488610728331551,-0.008705426404103512,-0.0033428585077437765]
1588	[-0.16317969492740145,-0.16194193805588966,0.17100616868042506,-0.062080453170529536,-0.08097524999867221,-0.06806127055741819,0.003667711722839078,0.020374062674267942,-0.018383684397423026,0.0041525513352859925]
1589	[-0.1659985734573346,-0.17535027454325197,0.17657938761867178,-0.06125639683557802,-0.08432795437796622,-0.07135694896090461,0.0023064003149047404,0.01636708845518678,-0.016747856385066047,9.672447134463725E-4]
159	[-0.17408552176077904,0.12340629286419719,-0.19637061818922172,-0.016515952897376625,-0.14964357784665275,0.11513493920080087,-0.05106686742155217,0.038048693545320984,-2.7799918725834683E-5,-0.02413920661726269]
1590	[-0.1614674390574171,-0.16843970284359785,0.17249848027208212,-0.06061446924196198,-0.08806877243583339,-0.07087944821968077,-0.001320457190701879,0.020626736390464338,-0.01635519136800041,0.01094942034849724]
1591	[-0.17060162974095097,-0.1841071842809833,0.17109756473464258,-0.0644371055471296,-0.07007428133929498,-0.07006197850177183,0.004179279903639017,0.004452754810325616,-0.005366596455791239,-0.043592646616621725]
1592	[-0.16596708647704067,-0.16472912628428032,0.16883258691233183,-0.06937273456806202,-0.07880142391498596,-0.07020987791848189,-0.0037753150627073194,0.025920776805509714,-0.015420161008431094,0.008731204957732304]
1593	[-0.16838422926939617,-0.1718927945954823,0.17519107953352817,-0.0716119424879731,-0.08231986614518355,-0.06891844939612898,-0.0032271731953926073,0.017986190151644904,-0.01933820288058667,0.009629043930119104]
1594	[-0.165115387449654,-0.175215351637662,0.1690504742731947,-0.06181826538323829,-0.06396749912730826,-0.061171983834645206,0.005279233392159859,0.0052763547680253564,-0.002934530475339182,-0.038978050729656495]
1595	[0.3980293219195807,-0.031347377435071044,0.0017020675585586718,0.006704874313391074,-3.9241515086663025E-5,0.0068235168611915815,-0.027298081225338666,0.0212560581216614,0.07711107155603483,0.19298663938932756]
1596	[0.39418043731087865,-0.01536163907186104,0.01604639353365291,-0.0057173241053344115,-0.012723833798094965,-0.02976618157224954,0.07823636040074367,0.11258505905685649,0.00450039630368302,0.1630733845645362]
1597	[0.4091762904026336,-0.03743496184434167,8.514760684534816E-4,0.011328452754265781,0.010991310105850804,0.0013627202341464626,-0.032965117899508053,0.0325781806502071,0.09385173317599207,0.16469500132416703]
1598	[0.3954896431218504,-0.03227450058848595,0.004841705208013914,0.012055843961204555,0.0056102101302829,0.01229699560940157,-0.03106163531920949,0.02316772442563295,0.0908934871311069,0.1670663168500277]
1599	[0.4004512317320481,-0.027607358599500764,0.004148130361104909,0.011566249485093175,0.007432575699872163,0.009735326413037107,-0.022482366724543134,0.036872736725247664,0.08423070496299966,0.18251289571408205]
16	[-0.15547769759074886,0.1638136422418157,-0.12922285994343358,0.008851813227404134,0.011159968277972452,-0.09486249066374178,0.030528540093349526,-0.06102719283232208,0.04963396010116655,0.011465211048495818]
160	[-0.17812930857555376,0.12626148638770332,-0.22250141831038475,-0.01688758788859165,-0.15928585762999176,0.1198382395870819,-0.06547338256164387,0.04198529261518694,0.009349567295493237,-0.02918154106086306]
1600	[0.39078349594262723,-0.031010798514231913,0.007625622206831284,0.008425923890890476,-0.005552953568687867,0.009868992469198172,-0.03534493980535139,0.027362232424416894,0.06816660028944381,0.17696137496017209]
1601	[0.3636379458434625,-0.007476561427560473,0.021024032490789664,-0.005424750503806797,-0.007635110388693728,-0.02224571606956272,0.05958111272519598,0.10523155748746131,0.0013064351175953674,0.16754784141787854]
1602	[0.3819486054034859,-0.008231408934621565,0.01854438454832815,-0.00219853613504911,-0.007753493128411935,-0.02287808034243936,0.06947464379494216,0.10720730687697286,-0.01114694068835342,0.16155987717666861]
1603	[0.39662698136227464,-0.010608066754436245,0.01735316496521946,0.00670342130968205,-0.008897498329723582,-0.019383258757108713,0.0695017483725438,0.11065990680393158,-3.8568985098463724E-4,0.16453991681337454]
1604	[0.3886209720027264,-0.01757627504321241,0.013350245403657686,0.004227928217228391,5.339071354444195E-4,-0.02382382952067198,0.08057841726232223,0.1016717768426487,0.01221679145972728,0.10714480934327192]
1605	[0.3938267234902632,-0.013690619144729256,0.011823694871883408,-0.0046574399477753445,-0.007036172493184632,-0.03251994920854562,0.07515479635573098,0.09775421263778297,-0.0016866290005739042,0.13280703667514063]
1606	[0.3762357108114368,-0.015413950463005095,0.019687063593776928,0.007847925730025764,0.0011032437814887572,-0.022276909315795405,0.07945317123657646,0.09236974784104789,0.02322652062002333,0.08415805308772818]
1607	[0.3942833885989175,-0.026118697365302253,0.00530485266203597,0.009523168213385337,0.005420189929639123,0.007885774948076478,-0.031115241178359766,0.03449952587723213,0.06963889932546835,0.1815228238678301]
1608	[-0.19824681643074687,-0.23385965258496436,0.004322454398307713,-0.05888235444154306,-0.17274605663114465,0.08886456748998908,-0.032192361133445584,0.018312422978236875,0.04507534230012469,-0.025245547250490292]
1609	[-0.2034154528285426,-0.22936868547520414,-0.034374143707098105,-0.055449478540701716,-0.21334445594868048,0.13930403917713777,-0.02184795622552991,0.0205248195366552,0.016239392252605758,-0.030269865584071163]
161	[-0.16756737815414202,0.1342503343928531,-0.17121857797886947,-0.016728916434449598,-0.1397536515955659,0.09038269361327271,-0.05199387246215,0.02917348805201261,-0.0025048818828108613,-0.01655396895029963]
1610	[-0.21372519555843147,-0.254265690439271,-0.07131438396266858,-0.05709644039414198,-0.2424258312385288,0.16465121976249475,-0.02913074730861954,0.037135661949287475,0.010582690722326114,-0.045602639343548725]
1611	[-0.2030088174380584,-0.23829271281348677,-0.039880172548495345,-0.05593320917458677,-0.19890536194853742,0.12482561773653358,-0.038178374617299934,0.03442473819521133,0.020263713983103355,-0.03462382180788442]
1612	[-0.20112175123770945,-0.2362277886049914,-0.02568525677346105,-0.06253088902129018,-0.21991467100534942,0.13890895196598887,-0.06569828012406158,0.045216591139350545,0.04125079329150718,-0.04537395926532545]
1613	[-0.1680111577000099,-0.1756024897096841,0.1712715240938995,-0.0639801752998929,-0.07189214915474618,-0.06194171426264269,0.007265755082848035,0.0026674431706400752,0.0068049063381717114,-0.03214514927732635]
1614	[-0.1721891342639365,-0.17627252205663063,0.17040382736759493,-0.06762569258373818,-0.07287014553341811,-0.061162351085983974,0.013017120385968457,0.002572547132133009,0.006388265520465884,-0.03666646087631499]
1615	[-0.16752717229451664,-0.17815131141790153,0.16259777901385147,-0.06788825615022362,-0.07259929530654505,-0.07021055570373812,-9.615880948920326E-4,-0.005353864689471983,0.01966431546580002,-0.03488238926696869]
1616	[-0.16723168314429124,-0.17684175364857077,0.17037456490154568,-0.06684269548653206,-0.07503826653363058,-0.06556924666849898,0.0020106388590747735,0.007278545708872069,0.0030058029212652704,-0.02222723009466916]
1617	[-0.1668429099496434,-0.17486950560724254,0.17105207344697748,-0.06261614984562609,-0.08008601752840201,-0.06514982904726604,0.002069627379721106,0.009227666182113665,-0.0027802128350605635,-0.021143672603962087]
1618	[-0.16241502181669007,-0.18167460523059387,0.16741254029603037,-0.07251829479407039,-0.07146439514853367,-0.0678502891103158,0.0030077071221017125,5.740777057059829E-4,0.01519836830142895,-0.03385887617429251]
1619	[-0.1656344624240948,-0.18416209465373906,0.16490619333810105,-0.06743966289626052,-0.07254834912092584,-0.07022636684132319,0.0034714443223098318,-9.79131812653094E-4,0.013256822463395128,-0.03201754987498591]
162	[-0.18355638946925923,0.12102321050155294,-0.2338758679561312,-0.019807439690802175,-0.18378740746445776,0.1321693732892952,-0.058571873063597964,0.04564099087309557,-0.013333275162324881,-0.03510434896606857]
1620	[-0.17128696657254652,-0.16536705085173506,0.1714852506524387,-0.06371434342810091,-0.07081156919791642,-0.054756938125395026,0.00732033243454348,0.00329982904029492,0.004685892905817159,-0.0220364189537545]
1621	[-0.16323761783643467,-0.18513641891693752,0.16934609697550312,-0.07177416893540346,-0.07428863853229156,-0.0660040228203402,0.00877664175133291,-0.001878501802406679,0.014419929415117917,-0.03986253897924487]
1622	[-0.16396834073169783,-0.17651311468198877,0.16810094392119904,-0.06835199465975426,-0.07175336990139013,-0.06317507211588055,0.0012415000665214715,1.7096476410131422E-4,0.011242320123448123,-0.03356040752362407]
1623	[-0.16119466267112173,-0.17441717135538323,0.16394643825923774,-0.06717768087454545,-0.07889815920946035,-0.06679673388539119,0.008512341211485424,1.6706838469086137E-4,0.011682000553093977,-0.029824684216264916]
1624	[-0.16174480674613367,-0.17444976152635827,0.17049698061663096,-0.07067799614285622,-0.0704407576301192,-0.06079191378587627,0.006723153310161447,0.008148226269677232,0.008239170589593612,-0.029610114967470187]
1625	[-0.16256971383289956,-0.1655692881647142,0.17434186095409115,-0.07292554154668503,-0.07716029605303132,-0.064093809663154,1.9542255864194192E-4,0.014638794689425567,-0.018876099995932306,0.00229248612637809]
1626	[-0.20968176710290162,-0.2555128274001623,-0.017601567346094023,-0.03923942276329856,-0.06699238151919143,-0.014690295069543571,0.08796438850702494,-0.08420422948334103,0.019943028198661707,0.014413036354770502]
1627	[-0.20464049809541213,-0.25121118318332936,-0.011480515218101582,-0.0373442812370644,-0.056360746901103195,-0.022710535360729277,0.07032833547043502,-0.06887727266817417,0.033134548901818994,0.00789566186269824]
1628	[-0.16903126207468683,-0.19567005508222235,0.15552285805082247,-0.04880634047880285,-0.04958954834637842,-0.06505405129562358,-0.021042993132210645,-0.025911531284580343,0.0315886174318615,-0.06301043532718725]
1629	[0.4382095791786066,-0.02520699805763262,0.012430155347823785,-0.005924731770497901,-0.00711572251824532,-0.019106454314332843,0.051983281511370834,0.06475759224274434,-0.007773123426794501,0.002418577742147343]
163	[-0.18215410190658932,0.09205075764436083,-0.2379660763693313,0.011576782546656688,-0.0843582272458847,0.0060876662549264075,0.12970603255387542,-0.1143887086375021,-0.056922008987785655,0.031919219695746605]
1630	[0.43641366155566247,-0.027821119849136638,0.011708228994472028,-0.005436853680787278,-0.0014235471221796974,-0.020251954076896266,0.06469845462788743,0.061679614696038415,-0.003516131440946481,-0.009111746614481414]
1631	[0.4381396816471992,-0.03493887827462811,0.005553960144258893,-0.007396938396898322,-0.0022221295917975374,-0.01681286128905082,0.06385235938698454,0.037223178972828244,0.029501477703540346,-0.05526581801180351]
1632	[0.4411713371115068,-0.024346959810604862,0.010226815700318847,-0.0020913407312535665,-0.0061606752703978395,-0.027238683898256646,0.048708036406015426,0.05380242692204668,-0.01125930118688252,0.0035330342393296273]
1633	[0.3914762530508913,-0.09691284681499542,-0.2367920514209123,0.0029783146558708,-0.14368279370046108,0.21337412159105432,0.01858145384214555,0.03843584468868864,0.0653627941028099,-0.07027719849894769]
1634	[0.3987412763461933,-0.07998939178953351,-0.11239964732343422,0.026213653310567093,0.020825256695274564,0.002304520547295399,0.12623420971058413,-0.04712925429597536,0.1202678086935635,-0.020805446145289605]
1635	[0.39581478517736024,-0.08866272283469469,-0.12773785935396886,0.0262484343057494,0.034652360596500335,-0.011003771515271734,0.11502384066758962,-0.059909486948049456,0.10368154440081746,-0.021481259425961748]
1636	[0.4369454762634835,-0.025866259871897414,0.006872961795742168,-0.0026866926726201485,-0.00656027850834283,-0.02740233834556774,0.056142660261104184,0.06477644570672118,0.0031982038022989405,0.00983775027536195]
1637	[0.3804927546674169,-0.10019673086445582,-0.15086123933571044,0.03805600669329062,0.033148518057365656,0.00773231124215079,0.134558736483664,-0.0695375870102663,0.08945755463763382,-0.023880624852322046]
1638	[0.42587674765201106,-0.029921712538660165,0.010250203854916526,-0.010195589785541118,-0.007273168559989617,-0.032332210837203945,0.050345651351628024,0.06333142461242136,-0.0018478188145066754,-0.0040960815223517934]
1639	[0.4230680978611344,-0.02278747299429297,0.009025156813022097,-0.006580908648203175,-0.006694546889595782,-0.030514672239303563,0.045064081833746286,0.06004345863839055,-0.019221270002135468,0.008931594194873934]
164	[-0.19068826959509594,0.07814020235668875,-0.2671172263897811,0.03153186005133233,-0.03660098148558138,-0.008906782739030433,0.11351825276764951,-0.10647881611176645,-0.013273473034282163,0.022777621088120852]
1640	[0.43288786855704187,-0.030708365133928977,0.003137381395977288,-0.0053405579835223505,0.002762444278700288,-0.014187643518814502,0.06545516342593925,0.046758608381325215,0.04875406686821837,-0.05895798882569552]
1641	[0.43157577508855743,-0.02613980164393601,0.007663810308996195,-0.0058929530877822565,-0.006110032794836566,-0.029872476217998965,0.0595412959935677,0.05648878547048173,0.002010366295561013,-0.011332140333868628]
1642	[0.3727910261478521,-0.104228915328883,-0.16094475231171115,0.03232236295446495,0.028660035219650888,0.00907870942211972,0.13787265134733215,-0.07005627699579177,0.0951368858990931,0.014813608491362058]
1643	[0.437380638778507,-0.023385429631946196,0.009125491081481384,-0.007541355771033876,0.004212890515303285,-0.013992233000086068,0.07327418154334239,0.04688690481630357,0.003996048635737141,-0.04793240219087455]
1644	[0.44080092173552265,-0.026311469565354594,3.9670040982589115E-4,-0.01246328572350266,0.004050729331469422,-0.01671053318424244,0.06845412212808084,0.03623951388518503,0.03608331369646905,-0.07702758572516613]
1645	[0.44131925908207303,-0.051314860866486886,-0.026350865640999307,9.374689898903288E-4,0.006132143571036441,-0.006154027939011277,0.04989371028711909,0.020661667843081585,0.0681710005848928,-0.08348033377049809]
1646	[0.42983130825169913,-0.032832341281839095,0.004416734123552846,-0.00579515013629799,-0.005339431611041011,-0.023022879714096486,0.05577053626958251,0.03327295690633,0.03471196498977053,-0.06894586212122189]
